Investor,organization,Api Url,Description,Rank
True Ventures,inventables,https://api.crunchbase.com/v3.1/organizations/inventables,,450
True Ventures,submishmash,https://api.crunchbase.com/v3.1/organizations/submishmash,,978
True Ventures,mesmer,https://api.crunchbase.com/v3.1/organizations/mesmer,,3730
True Ventures,hi-marley,https://api.crunchbase.com/v3.1/organizations/hi-marley,,6625
True Ventures,whole-biome,https://api.crunchbase.com/v3.1/organizations/whole-biome,,3251
True Ventures,upsie,https://api.crunchbase.com/v3.1/organizations/upsie,,4387
True Ventures,copper-inc,https://api.crunchbase.com/v3.1/organizations/copper-inc,,1650
True Ventures,jour,https://api.crunchbase.com/v3.1/organizations/jour,,8372
True Ventures,understory,https://api.crunchbase.com/v3.1/organizations/understory,,6608
True Ventures,tray,https://api.crunchbase.com/v3.1/organizations/tray,,1638
True Ventures,storyflow-20c9,https://api.crunchbase.com/v3.1/organizations/storyflow-20c9,,6498
True Ventures,swoot,https://api.crunchbase.com/v3.1/organizations/swoot,,19016
True Ventures,fauna-bio,https://api.crunchbase.com/v3.1/organizations/fauna-bio,,15425
True Ventures,orreco,https://api.crunchbase.com/v3.1/organizations/orreco,,12345
True Ventures,sofar-ocean-technologies,https://api.crunchbase.com/v3.1/organizations/sofar-ocean-technologies,,14431
True Ventures,prellis-biologics,https://api.crunchbase.com/v3.1/organizations/prellis-biologics,,8247
True Ventures,avidbots,https://api.crunchbase.com/v3.1/organizations/avidbots,,5397
True Ventures,splice,https://api.crunchbase.com/v3.1/organizations/splice,,17836
True Ventures,accesspay,https://api.crunchbase.com/v3.1/organizations/accesspay,,8939
True Ventures,neosensory-inc,https://api.crunchbase.com/v3.1/organizations/neosensory-inc,,11029
True Ventures,zymergen,https://api.crunchbase.com/v3.1/organizations/zymergen,,1769
True Ventures,venn-biosciences,https://api.crunchbase.com/v3.1/organizations/venn-biosciences,,10749
True Ventures,braintrust-bac9,https://api.crunchbase.com/v3.1/organizations/braintrust-bac9,,11710
True Ventures,fragments-a7cb,https://api.crunchbase.com/v3.1/organizations/fragments-a7cb,,7537
True Ventures,solo-io,https://api.crunchbase.com/v3.1/organizations/solo-io,,6938
True Ventures,flipside-crypto,https://api.crunchbase.com/v3.1/organizations/flipside-crypto,,56877
True Ventures,hashicorp,https://api.crunchbase.com/v3.1/organizations/hashicorp,,756
True Ventures,handshake-2,https://api.crunchbase.com/v3.1/organizations/handshake-2,,1147
True Ventures,teamable,https://api.crunchbase.com/v3.1/organizations/teamable,,5238
True Ventures,mode-inc,https://api.crunchbase.com/v3.1/organizations/mode-inc,,12653
True Ventures,zero-fasting-tracker,https://api.crunchbase.com/v3.1/organizations/zero-fasting-tracker,,35243
True Ventures,bear-flag-robotics,https://api.crunchbase.com/v3.1/organizations/bear-flag-robotics,,12167
True Ventures,girihlet,https://api.crunchbase.com/v3.1/organizations/girihlet,,33266
True Ventures,namely,https://api.crunchbase.com/v3.1/organizations/namely,,1003
True Ventures,peloton-interactive,https://api.crunchbase.com/v3.1/organizations/peloton-interactive,,5553
True Ventures,terramino-foods,https://api.crunchbase.com/v3.1/organizations/terramino-foods,,8952
True Ventures,loansnap,https://api.crunchbase.com/v3.1/organizations/loansnap,,4217
True Ventures,puppet-labs,https://api.crunchbase.com/v3.1/organizations/puppet-labs,,1666
True Ventures,pared,https://api.crunchbase.com/v3.1/organizations/pared,,36794
True Ventures,urban-airship,https://api.crunchbase.com/v3.1/organizations/urban-airship,,2544
True Ventures,pulse-q-a,https://api.crunchbase.com/v3.1/organizations/pulse-q-a,,12507
True Ventures,iceye,https://api.crunchbase.com/v3.1/organizations/iceye,,4814
True Ventures,wires-glasses,https://api.crunchbase.com/v3.1/organizations/wires-glasses,,163937
True Ventures,trustory,https://api.crunchbase.com/v3.1/organizations/trustory,,9833
True Ventures,murj-inc,https://api.crunchbase.com/v3.1/organizations/murj-inc,,20742
True Ventures,catalyst-software,https://api.crunchbase.com/v3.1/organizations/catalyst-software,,837
True Ventures,glowforge,https://api.crunchbase.com/v3.1/organizations/glowforge,,4314
True Ventures,directly,https://api.crunchbase.com/v3.1/organizations/directly,,3890
True Ventures,we-farm,https://api.crunchbase.com/v3.1/organizations/we-farm,,3838
True Ventures,piavita-ag,https://api.crunchbase.com/v3.1/organizations/piavita-ag,,61592
True Ventures,nexar-2,https://api.crunchbase.com/v3.1/organizations/nexar-2,,1246
True Ventures,pioneer-square-labs,https://api.crunchbase.com/v3.1/organizations/pioneer-square-labs,,3609
True Ventures,baffle,https://api.crunchbase.com/v3.1/organizations/baffle,,8269
True Ventures,diligent-robotics,https://api.crunchbase.com/v3.1/organizations/diligent-robotics,,8144
True Ventures,outboundworks,https://api.crunchbase.com/v3.1/organizations/outboundworks,,15414
True Ventures,myvr,https://api.crunchbase.com/v3.1/organizations/myvr,,12061
True Ventures,openzeppelin,https://api.crunchbase.com/v3.1/organizations/openzeppelin,,109908
True Ventures,fractyl-laboratories,https://api.crunchbase.com/v3.1/organizations/fractyl-laboratories,,7780
True Ventures,solvvy-inc,https://api.crunchbase.com/v3.1/organizations/solvvy-inc,,4467
True Ventures,madison-reed-inc,https://api.crunchbase.com/v3.1/organizations/madison-reed-inc,,2750
True Ventures,duo-security,https://api.crunchbase.com/v3.1/organizations/duo-security,,987
True Ventures,allume,https://api.crunchbase.com/v3.1/organizations/allume,,8989
True Ventures,bigscreen,https://api.crunchbase.com/v3.1/organizations/bigscreen,,8448
True Ventures,deep-genomics,https://api.crunchbase.com/v3.1/organizations/deep-genomics,,6717
True Ventures,lumity-inc,https://api.crunchbase.com/v3.1/organizations/lumity-inc,,5118
True Ventures,livestories,https://api.crunchbase.com/v3.1/organizations/livestories,,11209
True Ventures,petasense,https://api.crunchbase.com/v3.1/organizations/petasense,,14403
True Ventures,renovo-auto,https://api.crunchbase.com/v3.1/organizations/renovo-auto,,8171
True Ventures,3d-robotics,https://api.crunchbase.com/v3.1/organizations/3d-robotics,,1279
True Ventures,hedvig,https://api.crunchbase.com/v3.1/organizations/hedvig,,8407
True Ventures,slamdata,https://api.crunchbase.com/v3.1/organizations/slamdata,,13487
True Ventures,mylestone,https://api.crunchbase.com/v3.1/organizations/mylestone,,31363
True Ventures,evident-io,https://api.crunchbase.com/v3.1/organizations/evident-io,,4573
True Ventures,xplenty,https://api.crunchbase.com/v3.1/organizations/xplenty,,9666
True Ventures,strongdm,https://api.crunchbase.com/v3.1/organizations/strongdm,,12430
True Ventures,seurat,https://api.crunchbase.com/v3.1/organizations/seurat,,23782
True Ventures,tend-ai,https://api.crunchbase.com/v3.1/organizations/tend-ai,,13134
True Ventures,cloverpop,https://api.crunchbase.com/v3.1/organizations/cloverpop,,19877
True Ventures,atipica,https://api.crunchbase.com/v3.1/organizations/atipica,,15897
True Ventures,madefire,https://api.crunchbase.com/v3.1/organizations/madefire,,11195
True Ventures,brava-home,https://api.crunchbase.com/v3.1/organizations/brava-home,,44645
True Ventures,callstats-io,https://api.crunchbase.com/v3.1/organizations/callstats-io,,19513
True Ventures,stocktwits,https://api.crunchbase.com/v3.1/organizations/stocktwits,,2721
True Ventures,loggly,https://api.crunchbase.com/v3.1/organizations/loggly,,8080
True Ventures,forge-3,https://api.crunchbase.com/v3.1/organizations/forge-3,,17215
True Ventures,helpshift-inc,https://api.crunchbase.com/v3.1/organizations/helpshift-inc,,2284
True Ventures,chameleon-2,https://api.crunchbase.com/v3.1/organizations/chameleon-2,,10612
True Ventures,toytalk,https://api.crunchbase.com/v3.1/organizations/toytalk,,7150
True Ventures,projector,https://api.crunchbase.com/v3.1/organizations/projector,,10887
True Ventures,newco-3,https://api.crunchbase.com/v3.1/organizations/newco-3,,10047
True Ventures,veniam,https://api.crunchbase.com/v3.1/organizations/veniam,,6664
True Ventures,gradle,https://api.crunchbase.com/v3.1/organizations/gradle,,5452
True Ventures,athos,https://api.crunchbase.com/v3.1/organizations/athos,,3882
True Ventures,connectifier,https://api.crunchbase.com/v3.1/organizations/connectifier,,17167
True Ventures,stitch-labs,https://api.crunchbase.com/v3.1/organizations/stitch-labs,,3992
True Ventures,howdy-3,https://api.crunchbase.com/v3.1/organizations/howdy-3,,27849
True Ventures,hatch-baby,https://api.crunchbase.com/v3.1/organizations/hatch-baby,,5935
True Ventures,molio,https://api.crunchbase.com/v3.1/organizations/molio,,42300
True Ventures,datos-io,https://api.crunchbase.com/v3.1/organizations/datos-io,,52987
True Ventures,everywear-games,https://api.crunchbase.com/v3.1/organizations/everywear-games,,31423
True Ventures,littlebits-electronics,https://api.crunchbase.com/v3.1/organizations/littlebits-electronics,,4854
True Ventures,uxpin,https://api.crunchbase.com/v3.1/organizations/uxpin,,8243
True Ventures,vital-labs-inc,https://api.crunchbase.com/v3.1/organizations/vital-labs-inc,,37223
True Ventures,sano-intelligence,https://api.crunchbase.com/v3.1/organizations/sano-intelligence,,7636
True Ventures,triple-lift,https://api.crunchbase.com/v3.1/organizations/triple-lift,,3877
True Ventures,kissmetrics,https://api.crunchbase.com/v3.1/organizations/kissmetrics,,7873
True Ventures,kryptoncloud,https://api.crunchbase.com/v3.1/organizations/kryptoncloud,,25314
True Ventures,blue-bottle-coffee,https://api.crunchbase.com/v3.1/organizations/blue-bottle-coffee,,25715
True Ventures,informedika,https://api.crunchbase.com/v3.1/organizations/informedika,,9919
True Ventures,npm,https://api.crunchbase.com/v3.1/organizations/npm,,2020
True Ventures,twin-prime-inc,https://api.crunchbase.com/v3.1/organizations/twin-prime-inc,,27536
True Ventures,operable,https://api.crunchbase.com/v3.1/organizations/operable,,64191
True Ventures,ring,https://api.crunchbase.com/v3.1/organizations/ring,,2458
True Ventures,high-fidelity,https://api.crunchbase.com/v3.1/organizations/high-fidelity,,2314
True Ventures,metamarkets,https://api.crunchbase.com/v3.1/organizations/metamarkets,,7906
True Ventures,noredink,https://api.crunchbase.com/v3.1/organizations/noredink,,9499
True Ventures,north-technologies,https://api.crunchbase.com/v3.1/organizations/north-technologies,,36463
True Ventures,ginger-io,https://api.crunchbase.com/v3.1/organizations/ginger-io,,746
True Ventures,first-opinion,https://api.crunchbase.com/v3.1/organizations/first-opinion,,11269
True Ventures,edgeconnex,https://api.crunchbase.com/v3.1/organizations/edgeconnex,,3815
True Ventures,flint,https://api.crunchbase.com/v3.1/organizations/flint,,13609
True Ventures,moviepass,https://api.crunchbase.com/v3.1/organizations/moviepass,,8045
True Ventures,qualaroo,https://api.crunchbase.com/v3.1/organizations/qualaroo,,11768
True Ventures,narrative,https://api.crunchbase.com/v3.1/organizations/narrative,,15533
True Ventures,bstock-solutions,https://api.crunchbase.com/v3.1/organizations/bstock-solutions,,5078
True Ventures,neon-labs,https://api.crunchbase.com/v3.1/organizations/neon-labs,,36808
True Ventures,opendoor-2,https://api.crunchbase.com/v3.1/organizations/opendoor-2,,2931
True Ventures,streetline,https://api.crunchbase.com/v3.1/organizations/streetline,,8581
True Ventures,soundhawk-corporation,https://api.crunchbase.com/v3.1/organizations/soundhawk-corporation,,59556
True Ventures,valencell,https://api.crunchbase.com/v3.1/organizations/valencell,,10540
True Ventures,aboutme,https://api.crunchbase.com/v3.1/organizations/aboutme,,49264
True Ventures,concurrent-inc,https://api.crunchbase.com/v3.1/organizations/concurrent-inc,,27156
True Ventures,message-bus,https://api.crunchbase.com/v3.1/organizations/message-bus,,28782
True Ventures,storehouse,https://api.crunchbase.com/v3.1/organizations/storehouse,,29586
True Ventures,automattic,https://api.crunchbase.com/v3.1/organizations/automattic,,402
True Ventures,trippy,https://api.crunchbase.com/v3.1/organizations/trippy,,17571
True Ventures,runscope,https://api.crunchbase.com/v3.1/organizations/runscope,,9020
True Ventures,kiip,https://api.crunchbase.com/v3.1/organizations/kiip,,5463
True Ventures,caspida,https://api.crunchbase.com/v3.1/organizations/caspida,,27044
True Ventures,kairos-ar,https://api.crunchbase.com/v3.1/organizations/kairos-ar,,6693
True Ventures,smarterer,https://api.crunchbase.com/v3.1/organizations/smarterer,,29186
True Ventures,spree-commerce,https://api.crunchbase.com/v3.1/organizations/spree-commerce,,18492
True Ventures,quarterly,https://api.crunchbase.com/v3.1/organizations/quarterly,,32952
True Ventures,gigaom,https://api.crunchbase.com/v3.1/organizations/gigaom,,15426
True Ventures,handle-financial,https://api.crunchbase.com/v3.1/organizations/handle-financial,,10030
True Ventures,piston-cloud-computing,https://api.crunchbase.com/v3.1/organizations/piston-cloud-computing,,30459
True Ventures,kurtosys,https://api.crunchbase.com/v3.1/organizations/kurtosys,,12112
True Ventures,technical-machine,https://api.crunchbase.com/v3.1/organizations/technical-machine,,48641
True Ventures,betable,https://api.crunchbase.com/v3.1/organizations/betable,,18290
True Ventures,955-dreams,https://api.crunchbase.com/v3.1/organizations/955-dreams,,29432
True Ventures,academia-edu,https://api.crunchbase.com/v3.1/organizations/academia-edu,,5790
True Ventures,openrov,https://api.crunchbase.com/v3.1/organizations/openrov,,21416
True Ventures,fitbit,https://api.crunchbase.com/v3.1/organizations/fitbit,,77
True Ventures,socrative,https://api.crunchbase.com/v3.1/organizations/socrative,,23422
True Ventures,apcera,https://api.crunchbase.com/v3.1/organizations/apcera,,15981
True Ventures,orchestrate-io,https://api.crunchbase.com/v3.1/organizations/orchestrate-io,,32134
True Ventures,messageme,https://api.crunchbase.com/v3.1/organizations/messageme,,18273
True Ventures,kicksend,https://api.crunchbase.com/v3.1/organizations/kicksend,,28779
True Ventures,glider,https://api.crunchbase.com/v3.1/organizations/glider,,39552
True Ventures,schematic-labs,https://api.crunchbase.com/v3.1/organizations/schematic-labs,,52437
True Ventures,tastemakerx,https://api.crunchbase.com/v3.1/organizations/tastemakerx,,45156
True Ventures,crossfader,https://api.crunchbase.com/v3.1/organizations/crossfader,,26315
True Ventures,mobilespan,https://api.crunchbase.com/v3.1/organizations/mobilespan,,66564
True Ventures,airstone-labs,https://api.crunchbase.com/v3.1/organizations/airstone-labs,,73249
True Ventures,always-prepped,https://api.crunchbase.com/v3.1/organizations/always-prepped,,60313
True Ventures,tenxer,https://api.crunchbase.com/v3.1/organizations/tenxer,,43579
True Ventures,aoptix-technologies,https://api.crunchbase.com/v3.1/organizations/aoptix-technologies,,18540
True Ventures,socialpandas,https://api.crunchbase.com/v3.1/organizations/socialpandas,,62232
True Ventures,saveup,https://api.crunchbase.com/v3.1/organizations/saveup,,31585
True Ventures,remixation,https://api.crunchbase.com/v3.1/organizations/remixation,,50927
True Ventures,apply-financial,https://api.crunchbase.com/v3.1/organizations/apply-financial,,38165
True Ventures,terraechos,https://api.crunchbase.com/v3.1/organizations/terraechos,,311215
True Ventures,singly,https://api.crunchbase.com/v3.1/organizations/singly,,39266
True Ventures,neighborland,https://api.crunchbase.com/v3.1/organizations/neighborland,,99655
True Ventures,threefold-photos,https://api.crunchbase.com/v3.1/organizations/threefold-photos,,45705
True Ventures,access-systems,https://api.crunchbase.com/v3.1/organizations/access-systems,,96254
True Ventures,dinamundo,https://api.crunchbase.com/v3.1/organizations/dinamundo,,121218
True Ventures,tello,https://api.crunchbase.com/v3.1/organizations/tello,,49557
True Ventures,ontheair,https://api.crunchbase.com/v3.1/organizations/ontheair,,89872
True Ventures,yousician,https://api.crunchbase.com/v3.1/organizations/yousician,,11891
True Ventures,quake-labs,https://api.crunchbase.com/v3.1/organizations/quake-labs,,72792
True Ventures,justme,https://api.crunchbase.com/v3.1/organizations/justme,,44407
True Ventures,appconomy,https://api.crunchbase.com/v3.1/organizations/appconomy,,28346
True Ventures,brightroll,https://api.crunchbase.com/v3.1/organizations/brightroll,,10816
True Ventures,tinkercad,https://api.crunchbase.com/v3.1/organizations/tinkercad,,37053
True Ventures,pose-com,https://api.crunchbase.com/v3.1/organizations/pose-com,,29552
True Ventures,nanosteel,https://api.crunchbase.com/v3.1/organizations/nanosteel,,16536
True Ventures,spectrum-bridge,https://api.crunchbase.com/v3.1/organizations/spectrum-bridge,,25494
True Ventures,makerbot,https://api.crunchbase.com/v3.1/organizations/makerbot,,9743
True Ventures,bloomspot-com,https://api.crunchbase.com/v3.1/organizations/bloomspot-com,,22815
True Ventures,nodeable,https://api.crunchbase.com/v3.1/organizations/nodeable,,79093
True Ventures,1,https://api.crunchbase.com/v3.1/organizations/1,,40807
True Ventures,410-labs,https://api.crunchbase.com/v3.1/organizations/410-labs,,55814
True Ventures,milk,https://api.crunchbase.com/v3.1/organizations/milk,,21395
True Ventures,yobongo,https://api.crunchbase.com/v3.1/organizations/yobongo,,39051
True Ventures,backtype,https://api.crunchbase.com/v3.1/organizations/backtype,,34332
True Ventures,lexity,https://api.crunchbase.com/v3.1/organizations/lexity,,26424
True Ventures,findery,https://api.crunchbase.com/v3.1/organizations/findery,,24612
True Ventures,orabrush,https://api.crunchbase.com/v3.1/organizations/orabrush,,55136
True Ventures,catchfree,https://api.crunchbase.com/v3.1/organizations/catchfree,,50441
True Ventures,assistly,https://api.crunchbase.com/v3.1/organizations/assistly,,19769
True Ventures,keep-holdings,https://api.crunchbase.com/v3.1/organizations/keep-holdings,,20427
True Ventures,adku,https://api.crunchbase.com/v3.1/organizations/adku,,57962
True Ventures,bandcamp,https://api.crunchbase.com/v3.1/organizations/bandcamp,,43417
True Ventures,freejit,https://api.crunchbase.com/v3.1/organizations/freejit,,521488
True Ventures,typekit,https://api.crunchbase.com/v3.1/organizations/typekit,,49204
True Ventures,ditto,https://api.crunchbase.com/v3.1/organizations/ditto,,87204
True Ventures,20x200,https://api.crunchbase.com/v3.1/organizations/20x200,,39013
True Ventures,collecta,https://api.crunchbase.com/v3.1/organizations/collecta,,83315
True Ventures,the-extraordinaries,https://api.crunchbase.com/v3.1/organizations/the-extraordinaries,,59082
True Ventures,sifteo,https://api.crunchbase.com/v3.1/organizations/sifteo,,35848
True Ventures,sponge,https://api.crunchbase.com/v3.1/organizations/sponge,,89109
True Ventures,gdgt,https://api.crunchbase.com/v3.1/organizations/gdgt,,31813
True Ventures,socialcast,https://api.crunchbase.com/v3.1/organizations/socialcast,,27096
True Ventures,worldly-developments,https://api.crunchbase.com/v3.1/organizations/worldly-developments,,55570
True Ventures,goodreads,https://api.crunchbase.com/v3.1/organizations/goodreads,,10648
True Ventures,milo,https://api.crunchbase.com/v3.1/organizations/milo,,28928
True Ventures,tunein-twitter-dashboard,https://api.crunchbase.com/v3.1/organizations/tunein-twitter-dashboard,,594465
True Ventures,1000-markets,https://api.crunchbase.com/v3.1/organizations/1000-markets,,130355
True Ventures,voxpop,https://api.crunchbase.com/v3.1/organizations/voxpop,,363767
True Ventures,scanr,https://api.crunchbase.com/v3.1/organizations/scanr,,346459
True Ventures,sendme,https://api.crunchbase.com/v3.1/organizations/sendme,,104225
True Ventures,filtrbox,https://api.crunchbase.com/v3.1/organizations/filtrbox,,138708
True Ventures,loopfuse,https://api.crunchbase.com/v3.1/organizations/loopfuse,,126501
True Ventures,textdigger,https://api.crunchbase.com/v3.1/organizations/textdigger,,250754
True Ventures,three-rings,https://api.crunchbase.com/v3.1/organizations/three-rings,,224129
True Ventures,syncplicity,https://api.crunchbase.com/v3.1/organizations/syncplicity,,73702
True Ventures,appssavvy,https://api.crunchbase.com/v3.1/organizations/appssavvy,,48450
True Ventures,rescuetime,https://api.crunchbase.com/v3.1/organizations/rescuetime,,85479
True Ventures,xpd-media,https://api.crunchbase.com/v3.1/organizations/xpd-media,,320813
True Ventures,mindbites,https://api.crunchbase.com/v3.1/organizations/mindbites,,96785
True Ventures,wegame,https://api.crunchbase.com/v3.1/organizations/wegame,,70165
True Ventures,acai-solutions,https://api.crunchbase.com/v3.1/organizations/acai-solutions,,291958
True Ventures,datacraft-solutions,https://api.crunchbase.com/v3.1/organizations/datacraft-solutions,,161602
True Ventures,singlefeed,https://api.crunchbase.com/v3.1/organizations/singlefeed,,267098
True Ventures,gigalogix,https://api.crunchbase.com/v3.1/organizations/gigalogix,,586191
True Ventures,infectious,https://api.crunchbase.com/v3.1/organizations/infectious,,318387
True Ventures,mayasmom,https://api.crunchbase.com/v3.1/organizations/mayasmom,,165624
True Ventures,headcase-humanufacturing,https://api.crunchbase.com/v3.1/organizations/headcase-humanufacturing,,310341
True Ventures,adroll-semantic-sugar-inc,https://api.crunchbase.com/v3.1/organizations/adroll-semantic-sugar-inc,,1754
True Ventures,meebo,https://api.crunchbase.com/v3.1/organizations/meebo,,23543
True Ventures,sphere,https://api.crunchbase.com/v3.1/organizations/sphere,,276950
